code	level	term	prefix	range	group
9695/3	Synonym	Malignant lymphoma, small cleaved cell, follicular	969	959-972	Hodgkin and non-Hodgkin lymphomas
9698/3	Preferred	Follicular lymphoma, grade 3	969	959-972	Hodgkin and non-Hodgkin lymphomas
9698/3	Synonym	Malignant lymphoma, large cell, follicular, NOS	969	959-972	Hodgkin and non-Hodgkin lymphomas
9698/3	Synonym	Malignant lymphoma, noncleaved cell, follicular, NOS	969	959-972	Hodgkin and non-Hodgkin lymphomas
9698/3	Synonym	Follicular lymphoma, grade 3A	969	959-972	Hodgkin and non-Hodgkin lymphomas
9698/3	Synonym	Follicular lymphoma, grade 3B	969	959-972	Hodgkin and non-Hodgkin lymphomas
9698/3	Synonym	Malignant lymphoma, centroblastic, follicular	969	959-972	Hodgkin and non-Hodgkin lymphomas
9698/3	Synonym	Malignant lymphoma, histiocytic, nodular	969	959-972	Hodgkin and non-Hodgkin lymphomas
9698/3	Synonym	Malignant lymphoma, large cell, noncleaved, follicular	969	959-972	Hodgkin and non-Hodgkin lymphomas
9698/3	Synonym	Malignant lymphoma, large cleaved cell, follicular	969	959-972	Hodgkin and non-Hodgkin lymphomas
9698/3	Synonym	Malignant lymphoma, lymphocytic, well differentiated, nodular	969	959-972	Hodgkin and non-Hodgkin lymphomas
9699/3	Preferred	Marginal zone B-cell lymphoma, NOS	969	959-972	Hodgkin and non-Hodgkin lymphomas
